                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8452,                 53.165,                 1.3174,                0.00321,                0.11724,                0.01487,                0.00326,                  3.507,                 8.2023,                 1.2887,             0.00033128,             0.00033128,             0.00033128
